,date,tweet_count,daily_sent,elonmusk,michael_saylor,binance,peterlbrandt,apompliano,cashapp,raoulgmi,tyler,squawkcnbc,scottmelker
2020-02-20,2020-02-20,1,0.8016,0,0,0,0,0,0,0,0,0,0
2020-02-19,2020-02-19,2,0.0,0,0,0,0,0,0,0,0,0,0
2020-02-18,2020-02-18,2,0.0,0,0,0,0,0,0,0,0,0,0
2020-02-16,2020-02-16,1,0.7506,0,0,0,0,0,0,0,0,0,0
2020-02-14,2020-02-14,1,0.9516,0,0,0,0,0,0,0,0,0,1
2020-02-12,2020-02-12,3,-0.1722,0,0,1,0,0,0,1,0,0,0
2020-02-11,2020-02-11,2,0.0,0,0,0,0,0,0,0,0,0,1
2020-02-09,2020-02-09,2,0.2202,0,0,1,0,0,0,0,0,0,0
2020-02-08,2020-02-08,1,0.7579,0,0,0,0,0,0,0,0,0,0
2020-02-06,2020-02-06,1,0.9067,0,0,0,0,0,0,0,0,0,0
2020-02-05,2020-02-05,2,0.1798,0,0,0,0,1,0,0,0,0,0
2020-02-04,2020-02-04,2,-0.06685000000000002,0,0,0,0,0,0,0,0,0,0
2020-02-03,2020-02-03,1,0.169,0,0,0,0,0,0,0,0,0,0
2020-02-02,2020-02-02,2,0.17115000000000002,0,0,0,0,0,0,0,0,0,0
2020-01-31,2020-01-31,3,-0.029299999999999993,0,0,0,0,0,0,1,0,0,1
2020-01-28,2020-01-28,3,0.28786666666666666,0,0,0,0,0,0,1,0,0,0
2020-01-25,2020-01-25,1,0.4767,0,0,1,0,0,0,0,0,0,0
2020-01-24,2020-01-24,2,0.22455,0,0,0,1,0,0,0,0,0,0
2020-01-23,2020-01-23,1,0.296,0,0,0,0,0,0,0,0,0,0
2020-01-21,2020-01-21,4,-0.021899999999999975,0,0,0,0,0,0,0,0,0,0
2020-01-18,2020-01-18,1,-0.5563,0,0,0,0,0,0,0,0,0,0
2020-01-15,2020-01-15,1,0.8617,0,0,0,0,0,0,0,0,0,0
2020-01-14,2020-01-14,2,-0.11315,0,0,0,0,1,0,0,0,0,0
2020-01-13,2020-01-13,2,0.24695,0,0,0,0,0,0,0,0,0,1
2020-01-11,2020-01-11,1,0.6486,0,0,0,0,0,0,0,0,0,0
2020-01-09,2020-01-09,1,0.594,0,0,0,0,0,0,0,0,0,0
2020-01-08,2020-01-08,2,0.037750000000000006,0,0,0,1,0,0,0,0,0,0
2020-01-07,2020-01-07,2,0.2168,0,0,0,0,0,0,1,0,0,0
2020-01-06,2020-01-06,3,0.6444,0,0,0,0,0,0,1,0,0,0
2020-01-05,2020-01-05,3,0.223,0,0,1,0,1,0,0,0,0,0
2020-01-04,2020-01-04,1,0.6995,0,0,0,0,0,0,0,0,0,0
2019-12-31,2019-12-31,2,0.5923499999999999,0,0,0,0,0,0,0,0,0,0
2019-12-30,2019-12-30,2,-0.2966,0,0,0,0,0,0,0,0,0,0
2019-12-29,2019-12-29,3,-0.23653333333333335,0,0,1,0,0,0,0,0,0,0
2019-12-28,2019-12-28,2,-0.28695,0,0,0,0,0,0,0,0,0,0
2019-12-26,2019-12-26,1,-0.2824,0,0,0,0,0,0,0,0,0,0
2019-12-23,2019-12-23,1,-0.0258,0,0,0,0,1,0,0,0,0,0
2019-12-20,2019-12-20,1,0.5574,0,0,0,0,0,0,0,0,0,0
2019-12-18,2019-12-18,2,0.10114999999999999,0,0,1,1,0,0,0,0,0,0
2019-12-17,2019-12-17,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-12-16,2019-12-16,5,0.37434,0,0,0,0,0,0,0,0,0,0
2019-12-15,2019-12-15,1,0.7842,0,0,0,0,0,0,0,0,0,0
2019-12-10,2019-12-10,2,0.16524999999999998,0,0,0,0,1,0,0,0,0,0
2019-12-08,2019-12-08,1,0.0,0,0,0,1,0,0,0,0,0,0
2019-12-04,2019-12-04,1,-0.2047,0,0,0,0,0,0,0,0,0,0
2019-12-03,2019-12-03,1,0.725,0,0,0,0,0,0,0,0,0,0
2019-12-01,2019-12-01,1,-0.7003,0,0,0,0,0,0,0,0,0,1
2019-11-29,2019-11-29,2,0.25834999999999997,0,0,0,0,1,0,0,0,0,0
2019-11-24,2019-11-24,1,-0.2903,0,0,0,0,0,0,0,0,0,0
2019-11-22,2019-11-22,4,-0.192925,0,0,0,0,0,0,0,0,0,0
2019-11-21,2019-11-21,3,-0.39926666666666666,0,0,0,0,0,0,0,0,0,0
2019-11-19,2019-11-19,4,0.36905,0,0,0,0,0,0,0,0,0,1
2019-11-17,2019-11-17,2,0.28595,0,0,0,0,0,0,0,0,0,0
2019-11-15,2019-11-15,1,-0.296,0,0,0,0,0,0,0,0,0,0
2019-11-14,2019-11-14,2,0.2997,0,0,1,0,0,0,0,0,0,0
2019-11-13,2019-11-13,1,0.6369,0,0,0,0,0,0,0,0,0,1
2019-11-12,2019-11-12,2,0.3759,0,0,0,0,1,0,0,0,0,0
2019-11-11,2019-11-11,1,0.4534,0,0,0,0,0,0,0,0,0,0
2019-11-10,2019-11-10,2,0.25425,0,0,0,0,0,0,0,0,0,0
2019-11-09,2019-11-09,1,0.8991,0,0,0,0,1,0,0,0,0,0
2019-11-07,2019-11-07,1,0.7351,0,0,0,1,0,0,0,0,0,0
2019-11-05,2019-11-05,1,0.0772,0,0,0,0,0,0,0,0,0,0
2019-11-03,2019-11-03,2,0.23835,0,0,1,0,0,0,0,0,0,0
2019-11-02,2019-11-02,5,0.59756,0,0,0,0,0,0,0,0,0,0
2019-10-31,2019-10-31,1,0.6114,0,0,1,0,0,0,0,0,0,0
2019-10-29,2019-10-29,2,0.5309999999999999,0,0,0,0,0,0,0,0,0,0
2019-10-27,2019-10-27,1,0.0,0,0,0,1,0,0,0,0,0,0
2019-10-26,2019-10-26,3,-0.07543333333333334,0,0,1,0,1,0,0,0,0,0
2019-10-25,2019-10-25,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-10-24,2019-10-24,1,0.3612,0,0,0,0,0,0,0,0,0,0
2019-10-23,2019-10-23,6,0.2607833333333333,0,0,0,0,0,0,0,0,1,0
2019-10-21,2019-10-21,1,-0.2263,0,0,0,0,1,0,0,0,0,0
2019-10-19,2019-10-19,1,0.815,0,0,0,0,1,0,0,0,0,0
2019-10-18,2019-10-18,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-10-17,2019-10-17,2,0.5783,0,0,0,0,0,0,1,0,0,0
2019-10-16,2019-10-16,1,0.3182,0,0,0,0,0,0,0,0,1,0
2019-10-15,2019-10-15,2,0.23835,0,0,0,0,0,0,0,0,0,0
2019-10-10,2019-10-10,2,0.2997,0,0,0,0,0,0,0,0,0,0
2019-10-09,2019-10-09,1,0.3818,0,0,0,0,0,0,0,0,0,0
2019-10-08,2019-10-08,1,0.7964,0,0,0,0,0,0,0,0,0,1
2019-10-07,2019-10-07,1,0.7163,0,0,0,0,0,0,0,0,0,0
2019-10-03,2019-10-03,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-09-29,2019-09-29,1,-0.5859,0,0,0,0,1,0,0,0,0,0
2019-09-28,2019-09-28,2,0.55545,0,0,1,0,0,0,0,0,0,0
2019-09-27,2019-09-27,4,-0.032174999999999995,0,0,0,0,0,0,0,0,1,0
2019-09-25,2019-09-25,1,0.5106,0,0,0,0,0,0,0,0,0,1
2019-09-24,2019-09-24,4,-0.06492499999999997,0,0,0,0,1,0,1,0,0,0
2019-09-23,2019-09-23,1,0.2023,0,0,0,0,0,0,0,0,0,0
2019-09-22,2019-09-22,1,0.876,0,0,0,0,0,0,1,0,0,0
2019-09-21,2019-09-21,1,0.0,0,0,0,1,0,0,0,0,0,0
2019-09-20,2019-09-20,2,0.46905,0,0,0,0,0,0,0,0,0,0
2019-09-18,2019-09-18,1,-0.5442,0,0,0,0,0,0,0,0,0,0
2019-09-17,2019-09-17,2,0.30555,0,0,0,0,0,0,0,0,0,0
2019-09-15,2019-09-15,2,-0.07594999999999999,0,0,0,0,1,0,0,0,0,0
2019-09-13,2019-09-13,2,0.53805,0,0,1,0,0,0,0,0,0,0
2019-09-11,2019-09-11,1,0.4767,0,0,0,0,0,0,0,0,0,0
2019-09-07,2019-09-07,1,0.1419,0,0,0,1,0,0,0,0,0,0
2019-09-05,2019-09-05,1,-0.2263,0,0,0,0,1,0,0,0,0,0
2019-09-03,2019-09-03,2,0.3601,0,0,0,1,0,0,0,0,0,0
2019-09-02,2019-09-02,1,0.3283,0,0,1,0,0,0,0,0,0,0
2019-09-01,2019-09-01,2,0.78975,0,0,0,0,0,0,1,0,0,0
2019-08-31,2019-08-31,2,0.26335,0,0,0,0,0,0,0,0,0,0
2019-08-30,2019-08-30,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-08-24,2019-08-24,1,0.4588,0,0,0,0,0,0,0,0,0,0
2019-08-23,2019-08-23,3,0.06743333333333333,0,0,0,0,0,0,0,0,1,0
2019-08-22,2019-08-22,1,0.0772,0,0,0,0,0,0,0,0,0,0
2019-08-20,2019-08-20,1,0.5994,0,0,0,0,0,0,0,0,1,0
2019-08-19,2019-08-19,1,-0.7096,0,0,0,0,0,0,0,0,0,1
2019-08-18,2019-08-18,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-08-17,2019-08-17,1,0.4504,0,0,0,0,1,0,0,0,0,0
2019-08-16,2019-08-16,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-08-15,2019-08-15,4,0.075875,0,0,0,1,1,0,0,0,0,0
2019-08-13,2019-08-13,2,-0.038799999999999994,0,0,0,0,1,0,0,0,0,0
2019-08-12,2019-08-12,1,0.2023,0,0,0,0,0,0,0,0,0,0
2019-08-10,2019-08-10,1,0.8383,0,0,0,0,1,0,0,0,0,0
2019-08-09,2019-08-09,2,0.311,0,0,0,0,0,0,0,0,0,0
2019-08-08,2019-08-08,1,0.0,0,0,0,0,0,0,0,0,1,0
2019-08-07,2019-08-07,2,0.26935,0,0,0,0,1,0,1,0,0,0
2019-08-06,2019-08-06,1,0.8399,0,0,0,0,0,0,1,0,0,0
2019-08-05,2019-08-05,3,0.37776666666666664,0,0,0,0,1,0,0,0,0,0
2019-08-03,2019-08-03,2,0.6906,0,0,0,0,1,0,0,0,0,0
2019-08-02,2019-08-02,1,0.765,0,0,0,0,0,0,1,0,0,0
2019-07-31,2019-07-31,2,-0.03470000000000001,0,0,0,0,1,0,0,0,0,0
2019-07-30,2019-07-30,2,-0.17,0,0,0,0,0,0,0,0,0,0
2019-07-29,2019-07-29,2,0.14859999999999998,0,0,1,0,0,0,0,0,1,0
2019-07-27,2019-07-27,1,0.6808,0,0,0,0,0,0,0,0,0,0
2019-07-26,2019-07-26,1,0.7906,0,0,0,0,0,1,0,0,0,0
2019-07-24,2019-07-24,2,-0.21405,0,0,0,0,0,0,0,0,0,0
2019-07-23,2019-07-23,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-07-21,2019-07-21,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-07-20,2019-07-20,2,0.3277,0,0,0,0,0,0,0,0,0,0
2019-07-19,2019-07-19,1,-0.7592,0,0,0,0,0,0,0,0,0,0
2019-07-18,2019-07-18,3,0.017033333333333307,0,0,0,0,0,0,0,0,1,0
2019-07-17,2019-07-17,4,-0.3271,0,0,0,0,0,0,0,0,1,0
2019-07-16,2019-07-16,4,0.3392,0,0,0,0,0,0,0,1,1,0
2019-07-14,2019-07-14,1,0.5229,0,0,0,0,0,0,0,0,0,0
2019-07-13,2019-07-13,2,-0.13715,0,0,0,0,1,0,0,0,0,0
2019-07-12,2019-07-12,4,0.05165,0,0,0,0,0,0,0,0,1,0
2019-07-09,2019-07-09,1,0.6369,0,0,0,0,0,0,0,0,1,0
2019-07-08,2019-07-08,1,-0.2924,0,0,0,0,1,0,0,0,0,0
2019-07-07,2019-07-07,1,0.4215,0,0,0,0,0,0,0,0,0,0
2019-07-06,2019-07-06,1,0.308,0,0,0,0,1,0,0,0,0,0
2019-07-05,2019-07-05,1,0.0,0,0,0,0,1,0,0,0,0,0
2019-07-04,2019-07-04,2,0.561,0,0,0,0,1,0,0,0,0,0
2019-07-03,2019-07-03,1,-0.4404,0,0,0,0,0,0,0,0,0,0
2019-07-01,2019-07-01,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-06-30,2019-06-30,1,0.4588,0,0,0,0,1,0,0,0,0,0
2019-06-29,2019-06-29,1,0.1436,0,0,0,0,1,0,0,0,0,0
2019-06-27,2019-06-27,4,-0.07885000000000003,0,0,0,0,0,0,0,0,1,0
2019-06-26,2019-06-26,3,0.05733333333333335,0,0,0,0,0,0,0,0,0,1
2019-06-25,2019-06-25,3,-0.12386666666666664,0,0,1,0,0,0,0,0,1,0
2019-06-24,2019-06-24,1,0.0,0,0,1,0,0,0,0,0,0,0
2019-06-23,2019-06-23,1,0.5994,0,0,0,0,0,0,0,0,0,0
2019-06-22,2019-06-22,4,0.219125,0,0,0,0,0,0,0,0,0,0
2019-06-21,2019-06-21,2,0.0,0,0,0,0,0,0,0,0,1,1
2019-06-20,2019-06-20,2,0.3992,0,0,0,0,0,0,0,1,1,0
2019-06-19,2019-06-19,5,0.44086,0,0,1,1,0,0,0,0,0,0
2019-06-18,2019-06-18,2,0.1582,0,0,0,0,1,0,0,0,0,0
2019-06-17,2019-06-17,4,0.48802500000000004,0,0,1,0,0,0,0,0,0,0
2019-06-16,2019-06-16,1,0.6597,0,0,0,0,1,0,0,0,0,0
2019-06-15,2019-06-15,1,-0.2755,0,0,0,0,0,0,0,0,0,0
2019-06-14,2019-06-14,1,0.9172,0,0,0,0,1,0,0,0,0,0
2019-06-13,2019-06-13,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-06-08,2019-06-08,2,0.41975,0,0,0,0,0,0,0,0,0,0
2019-06-06,2019-06-06,2,-0.06575000000000003,0,0,0,0,0,0,1,0,0,0
2019-06-05,2019-06-05,1,0.6486,0,0,0,0,0,0,0,0,0,0
2019-06-04,2019-06-04,1,0.5399,0,0,1,0,0,0,0,0,0,0
2019-05-31,2019-05-31,3,0.3715333333333333,0,0,0,0,0,0,0,0,0,0
2019-05-30,2019-05-30,1,0.3182,0,0,0,0,0,0,0,0,0,0
2019-05-27,2019-05-27,1,0.4404,0,0,0,0,1,0,0,0,0,0
2019-05-26,2019-05-26,1,0.504,0,0,0,0,0,0,0,0,0,0
2019-05-25,2019-05-25,1,0.8766,0,0,0,0,1,0,0,0,0,0
2019-05-24,2019-05-24,3,0.10606666666666666,0,0,0,0,0,0,0,0,0,0
2019-05-23,2019-05-23,1,0.4767,0,0,0,0,0,0,0,0,0,0
2019-05-22,2019-05-22,6,0.5371833333333333,0,0,1,0,0,0,0,0,0,0
2019-05-21,2019-05-21,3,0.09106666666666667,0,0,1,0,0,0,0,0,0,0
2019-05-19,2019-05-19,1,-0.7818,0,0,0,0,0,0,0,0,0,0
2019-05-16,2019-05-16,3,0.27593333333333336,0,0,0,0,0,0,0,0,0,0
2019-05-15,2019-05-15,5,0.33468,0,0,0,0,0,0,0,0,0,0
2019-05-13,2019-05-13,7,0.31914285714285723,0,0,0,0,0,0,0,0,0,0
2019-05-12,2019-05-12,4,-0.049124999999999995,0,0,0,0,0,0,0,0,0,0
2019-05-11,2019-05-11,1,0.0,0,0,0,0,0,0,0,0,0,1
2019-05-10,2019-05-10,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-05-08,2019-05-08,2,-0.14255,0,0,1,0,0,0,0,0,0,0
2019-05-07,2019-05-07,2,-0.06835,0,0,0,0,0,0,0,0,0,0
2019-05-06,2019-05-06,1,0.5859,0,0,0,0,0,0,0,0,0,0
2019-05-05,2019-05-05,1,0.7574,0,0,0,0,0,0,0,0,0,0
2019-05-04,2019-05-04,2,0.5957,0,0,0,0,1,0,0,1,0,0
2019-05-03,2019-05-03,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-05-02,2019-05-02,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-05-01,2019-05-01,2,0.62775,0,0,0,0,0,0,0,0,0,1
2019-04-28,2019-04-28,1,-0.2646,0,0,0,0,0,0,0,0,0,0
2019-04-27,2019-04-27,1,0.8153,0,0,0,0,1,0,0,0,0,0
2019-04-26,2019-04-26,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-04-25,2019-04-25,2,0.20095,0,0,0,0,0,0,0,0,0,0
2019-04-23,2019-04-23,1,-0.5106,0,0,0,0,0,0,0,0,0,0
2019-04-22,2019-04-22,2,0.2202,0,0,0,0,0,0,0,0,0,0
2019-04-21,2019-04-21,1,-0.296,0,0,0,0,0,0,0,0,0,0
2019-04-19,2019-04-19,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-04-16,2019-04-16,1,-0.4215,0,0,0,0,0,0,0,0,0,0
2019-04-15,2019-04-15,1,-0.5106,0,0,0,0,0,0,0,0,0,0
2019-04-13,2019-04-13,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-04-11,2019-04-11,2,-0.1868,0,0,0,0,0,0,1,0,0,0
2019-04-07,2019-04-07,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-04-06,2019-04-06,2,-0.21725000000000003,0,0,0,0,1,0,0,0,0,0
2019-04-04,2019-04-04,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-04-03,2019-04-03,2,0.4939,0,0,0,0,0,0,0,0,0,0
2019-04-02,2019-04-02,1,0.25,0,0,0,0,0,0,0,0,0,0
2019-04-01,2019-04-01,2,0.2781,0,0,0,0,0,0,0,0,0,0
2019-03-31,2019-03-31,1,0.4336,0,0,0,0,0,0,0,0,0,0
2019-03-26,2019-03-26,1,0.7096,0,0,1,0,0,0,0,0,0,0
2019-03-22,2019-03-22,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-03-21,2019-03-21,1,-0.296,0,0,0,0,0,0,0,0,0,0
2019-03-16,2019-03-16,2,-0.3382,0,0,0,0,1,0,0,0,0,0
2019-03-12,2019-03-12,1,0.7236,0,0,0,0,0,0,0,0,0,0
2019-03-09,2019-03-09,1,-0.5423,0,0,0,0,0,0,0,0,0,0
2019-03-07,2019-03-07,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-03-04,2019-03-04,1,0.2551,0,0,0,0,0,0,0,0,0,0
2019-02-28,2019-02-28,1,0.9484,0,0,0,0,0,0,0,0,0,0
2019-02-26,2019-02-26,2,0.6401,0,0,0,0,0,0,0,0,0,0
2019-02-24,2019-02-24,2,-0.3071,0,0,0,0,0,0,0,0,0,0
2019-02-23,2019-02-23,1,0.6908,0,0,0,1,0,0,0,0,0,0
2019-02-16,2019-02-16,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-02-14,2019-02-14,1,-0.4552,0,0,0,0,0,0,0,0,0,0
2019-02-12,2019-02-12,2,0.60445,0,0,0,0,1,0,0,0,0,0
2019-02-10,2019-02-10,1,0.7717,0,0,0,0,0,0,0,0,0,0
2019-02-09,2019-02-09,1,-0.2914,0,0,0,0,0,0,0,0,0,0
2019-02-06,2019-02-06,1,0.5423,0,0,0,0,0,0,0,0,0,0
2019-02-02,2019-02-02,2,0.48214999999999997,0,0,0,0,1,0,0,0,0,0
2019-01-31,2019-01-31,1,0.2263,0,0,0,0,0,0,0,0,0,0
2019-01-28,2019-01-28,2,-0.50065,0,0,0,0,0,0,0,0,0,0
2019-01-25,2019-01-25,1,0.0276,0,0,0,0,0,0,0,0,0,0
2019-01-24,2019-01-24,1,-0.2023,0,0,0,0,0,0,0,0,0,0
2019-01-22,2019-01-22,1,0.5859,0,0,0,0,0,0,0,0,0,0
2019-01-17,2019-01-17,1,-0.3818,0,0,0,0,0,0,0,0,0,0
2019-01-14,2019-01-14,1,0.4404,0,0,0,0,0,0,0,0,0,0
2019-01-07,2019-01-07,2,-0.26855,0,0,0,0,0,0,0,0,0,0
2019-01-06,2019-01-06,1,0.8321,0,0,0,0,0,0,0,0,0,0
2019-01-03,2019-01-03,2,0.6457999999999999,0,0,0,0,0,0,0,0,0,0
2019-01-02,2019-01-02,2,0.125,0,0,0,0,0,0,0,0,0,0
2019-01-01,2019-01-01,1,0.7239,0,0,0,0,0,0,0,0,0,0
2018-12-31,2018-12-31,1,-0.8977,0,0,0,0,0,0,0,0,0,0
2018-12-30,2018-12-30,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-12-28,2018-12-28,2,-0.7478,0,0,0,0,0,0,0,0,0,0
2018-12-27,2018-12-27,1,0.0276,0,0,0,0,0,0,0,0,0,0
2018-12-26,2018-12-26,1,-0.2263,0,0,0,0,0,0,0,0,0,0
2018-12-25,2018-12-25,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-12-20,2018-12-20,1,0.9528,0,0,0,0,0,0,0,0,0,0
2018-12-19,2018-12-19,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-12-18,2018-12-18,3,-0.29316666666666663,0,0,0,0,0,0,0,0,0,0
2018-12-17,2018-12-17,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-12-16,2018-12-16,3,-0.4388333333333334,0,0,0,0,0,0,0,0,0,0
2018-12-15,2018-12-15,1,0.7845,0,0,0,0,0,0,0,0,0,0
2018-12-14,2018-12-14,3,-0.47520000000000007,0,0,0,0,0,0,0,0,0,0
2018-12-13,2018-12-13,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-12-11,2018-12-11,1,-0.3716,0,0,0,0,0,0,0,0,0,0
2018-12-09,2018-12-09,1,-0.8126,0,0,0,0,0,0,0,0,0,0
2018-12-07,2018-12-07,2,-0.7113499999999999,0,0,0,0,0,0,0,0,0,0
2018-12-05,2018-12-05,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-12-04,2018-12-04,1,0.5972,0,0,0,0,0,0,0,0,0,0
2018-12-03,2018-12-03,3,-0.46819999999999995,0,0,0,0,0,0,0,0,0,0
2018-12-02,2018-12-02,1,0.8062,0,0,0,0,1,0,0,0,0,0
2018-11-30,2018-11-30,1,0.3818,0,0,0,0,0,0,0,0,0,0
2018-11-29,2018-11-29,1,0.6249,0,0,0,0,0,0,0,0,0,0
2018-11-28,2018-11-28,1,0.2023,0,0,0,0,0,0,0,0,0,0
2018-11-27,2018-11-27,1,-0.5472,0,0,0,0,0,0,0,0,0,0
2018-11-26,2018-11-26,7,0.3267714285714286,0,0,0,0,0,0,0,0,0,0
2018-11-25,2018-11-25,4,0.10172500000000001,0,0,0,0,0,0,0,0,0,0
2018-11-24,2018-11-24,4,-0.25895,0,0,0,0,0,0,0,0,0,1
2018-11-23,2018-11-23,1,0.4019,0,0,0,0,0,0,1,0,0,0
2018-11-22,2018-11-22,1,0.5767,0,0,0,0,0,0,0,0,0,0
2018-11-20,2018-11-20,4,-0.038900000000000004,0,0,0,0,0,0,0,0,0,0
2018-11-19,2018-11-19,2,-0.5328999999999999,0,0,0,0,0,0,0,0,0,0
2018-11-18,2018-11-18,1,0.25,0,0,0,0,0,0,0,0,0,0
2018-11-17,2018-11-17,3,-0.10753333333333333,0,0,0,0,0,0,0,0,0,0
2018-11-15,2018-11-15,2,0.30215,0,0,0,0,0,0,0,0,0,0
2018-11-14,2018-11-14,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-11-13,2018-11-13,2,0.43474999999999997,0,0,0,0,0,0,0,0,0,0
2018-11-08,2018-11-08,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-11-07,2018-11-07,1,-0.296,0,0,0,0,0,0,0,0,0,0
2018-11-06,2018-11-06,2,0.10619999999999999,0,0,0,0,0,0,0,0,0,0
2018-11-04,2018-11-04,1,-0.5719,0,0,0,0,0,0,0,0,0,0
2018-11-02,2018-11-02,1,0.0,0,0,0,1,0,0,0,0,0,0
2018-10-31,2018-10-31,3,0.07633333333333335,0,0,0,0,0,0,0,0,0,0
2018-10-29,2018-10-29,1,0.9286,0,0,0,0,0,0,0,0,0,0
2018-10-27,2018-10-27,1,0.3612,0,0,0,0,0,0,0,0,0,0
2018-10-25,2018-10-25,1,0.1561,0,0,0,0,0,0,0,0,0,0
2018-10-24,2018-10-24,2,-0.1582,0,0,0,0,0,0,0,0,0,0
2018-10-23,2018-10-23,1,-0.4939,0,0,0,0,0,0,0,0,0,0
2018-10-21,2018-10-21,1,-0.875,0,0,0,0,0,0,0,0,0,0
2018-10-20,2018-10-20,1,0.4003,0,0,0,0,1,0,0,0,0,0
2018-10-17,2018-10-17,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-10-15,2018-10-15,1,0.0258,0,0,0,0,0,0,0,0,0,0
2018-10-14,2018-10-14,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-10-13,2018-10-13,4,0.26375,0,0,0,0,0,0,0,0,0,0
2018-10-11,2018-10-11,3,0.003866666666666685,0,0,0,0,0,0,0,0,0,0
2018-10-10,2018-10-10,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-10-09,2018-10-09,2,-0.1366,0,0,0,0,0,0,0,0,0,0
2018-09-30,2018-09-30,1,-0.128,0,0,0,0,0,0,0,0,0,0
2018-09-25,2018-09-25,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-09-22,2018-09-22,2,0.5845,0,0,0,0,0,0,0,0,0,0
2018-09-19,2018-09-19,2,0.61725,0,0,0,0,0,0,0,0,0,0
2018-09-18,2018-09-18,2,0.1591,0,0,0,0,0,0,0,0,0,0
2018-09-17,2018-09-17,1,-0.228,0,0,0,0,0,0,0,0,0,0
2018-09-14,2018-09-14,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-09-10,2018-09-10,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-09-07,2018-09-07,1,-0.296,0,0,0,0,0,0,0,0,0,0
2018-09-06,2018-09-06,3,-0.27453333333333335,0,0,0,0,1,0,0,0,0,0
2018-09-04,2018-09-04,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-09-03,2018-09-03,1,0.765,0,0,0,0,1,0,0,0,0,0
2018-09-02,2018-09-02,2,0.2202,0,0,0,0,0,0,0,0,0,0
2018-08-31,2018-08-31,3,-0.1589,0,0,0,1,0,0,0,0,0,0
2018-08-30,2018-08-30,4,0.23299999999999998,0,0,0,0,0,0,0,0,0,0
2018-08-29,2018-08-29,1,0.25,0,0,0,0,0,0,0,0,0,0
2018-08-28,2018-08-28,1,0.5719,0,0,0,0,0,0,0,0,0,0
2018-08-27,2018-08-27,1,0.3182,0,0,0,0,0,0,0,0,0,0
2018-08-25,2018-08-25,3,0.13513333333333333,0,0,0,0,0,0,0,0,0,0
2018-08-24,2018-08-24,1,-0.3412,0,0,0,0,0,0,0,0,0,0
2018-08-23,2018-08-23,4,0.219575,0,0,0,0,0,0,0,0,0,0
2018-08-22,2018-08-22,1,0.4019,0,0,0,0,0,0,0,0,0,0
2018-08-20,2018-08-20,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-08-19,2018-08-19,1,-0.34,0,0,0,0,0,0,0,0,0,0
2018-08-17,2018-08-17,3,-0.5272,0,0,0,0,0,0,0,0,0,0
2018-08-16,2018-08-16,1,0.8534,0,0,0,0,0,0,0,0,0,0
2018-08-15,2018-08-15,1,0.5719,0,0,0,0,0,0,0,0,0,0
2018-08-14,2018-08-14,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-08-13,2018-08-13,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-08-10,2018-08-10,1,0.3182,0,0,0,1,0,0,0,0,0,0
2018-08-09,2018-08-09,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-08-08,2018-08-08,2,-0.6403,0,0,0,0,0,0,0,0,0,0
2018-08-07,2018-08-07,2,-0.07655,0,0,0,0,0,0,0,0,0,0
2018-08-06,2018-08-06,1,0.4019,0,0,0,0,0,0,0,0,0,0
2018-08-04,2018-08-04,1,0.4754,0,0,0,0,0,0,0,0,0,0
